timestamp,accX,accY,accZ,temp,device_id
2026-08-05T10:17:18.762962,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:18.822189,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:18.881604,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:18.942180,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:19.001593,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:19.003482,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:19.063076,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:19.122198,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:19.181538,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:19.242215,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:19.301810,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:19.303765,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:19.363133,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:19.723085,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:19.841582,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:19.843551,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:19.902935,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:19.962334,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:20.021624,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:20.081556,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:20.083531,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:20.142969,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:20.261736,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:20.263533,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:20.322952,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:20.382711,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:20.743014,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:20.802201,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:20.861424,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:20.863664,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:20.923030,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:20.982159,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:21.041537,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
